Category	Nutrient	Target population	Age	Gender	AI	AR	PRIs	RI	UL	Safe and adequate intake
Minerals	Zinc	Adults (LPI 1200 mg/day)	> 18 years	Male	NA 	12.7 mg/day	16.3 mg/day	NA 	25  mg/day	
Minerals	Zinc	Adults (LPI 300 mg/day)	> 18 years	Female	NA 	6.2 mg/day	7.5 mg/day	NA 	25  mg/day	
Minerals	Zinc	Adults (LPI 600 mg/day)	> 18 years	Female	NA 	7.6 mg/day	9.3 mg/day	NA 	25  mg/day	
Minerals	Zinc	Adults (LPI 900 mg/day)	> 18 years	Female	NA 	8.9 mg/day	11 mg/day	NA 	25  mg/day	
Minerals	Zinc	Adults (LPI 1200 mg/day)	> 18 years	Female	NA 	10.2 mg/day	12.7 mg/day	NA 	25  mg/day	
Minerals	Zinc	Pregnant women	> 18 years	Female	NA 	(+) 1.3 mg/day	(+) 1.6 mg/day	NA 	25  mg/day	
Minerals	Zinc	Lactating women	> 18 years	Female	NA 	(+) 2.4 mg/day	(+) 2.9 mg/day	NA 	25  mg/day	
Vitamins	Biotin	Infants	7-11 months	Male	6 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Infants	7-11 months	Female	6 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Children	1-3 years	Male	20 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Children	1-3 years	Female	20 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Children	4-6 years	Male	25 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Children	4-6 years	Female	25 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Children	7-10 years	Male	25 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Children	7-10 years	Female	25 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Children	11-17 years	Male	35 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Children	11-17 years	Female	35 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Adults	> 18 years	Male	40 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Adults	> 18 years	Female	40 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Pregnant women	> 18 years	Female	40 µg/day	NA 	NA 	NA 	ND
Vitamins	Biotin	Lactating women	> 18 years	Female	45 µg/day	NA 	NA 	NA 	ND
Vitamins	Choline	Infants	7-11 months	Male	160 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Infants	7-11 months	Female	160 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	1-3 years	Male	140 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	1-3 years	Female	140 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	4-6 years	Male	170 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	4-6 years	Female	170 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	7-10 years	Male	250 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	7-10 years	Female	250 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	11-14 years	Male	340 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	11-14 years	Female	340 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	15-17 years	Male	400 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Children	15-17 years	Female	400 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Adults	> 18 years	Male	400 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Adults	> 18 years	Female	400 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Pregnant women	> 18 years	Female	480 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Choline	Lactating women	> 18 years	Female	520 mg/day	NA 	NA 	NA 	NA 	
Vitamins	Cobalamin (vitamin B12)	Infants	7-11 months	Male	1.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Infants	7-11 months	Female	1.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	1-3 years	Male	1.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	1-3 years	Female	1.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	4-6 years	Male	1.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	4-6 years	Female	1.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	7-10 years	Male	2.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	7-10 years	Female	2.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	11-14 years	Male	3.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	11-14 years	Female	3.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	15-17 years	Male	4 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Children	15-17 years	Female	4 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Adults	> 18 years	Male	4 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Adults	> 18 years	Female	4 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Pregnant women	> 18 years	Female	4.5 µg/day	NA 	NA 	NA 	ND
Vitamins	Cobalamin (vitamin B12)	Lactating women	> 18 years	Female	5 µg/day	NA 	NA 	NA 	ND
Vitamins	Folate	Infants	7-11 months	Male	80 µg DFE/day	NA 	NA 	NA 	ND
Vitamins	Folate	Infants	7-11 months	Female	80 µg DFE/day	NA 	NA 	NA 	ND
Vitamins	Folate	Children	1-3 years	Male	NA 	90 µg DFE/day	120 µg DFE/day	NA 	200 µg/day
Vitamins	Folate	Children	1-3 years	Female	NA 	90 µg DFE/day	120 µg DFE/day	NA 	200 µg/day
Vitamins	Folate	Children	4-6 years	Male	NA 	110 µg DFE/day	140 µg DFE/day	NA 	300 µg/day
Vitamins	Folate	Children	4-6 years	Female	NA 	110 µg DFE/day	140 µg DFE/day	NA 	300 µg/day
Vitamins	Folate	Children	7-10 years	Male	NA 	160 µg DFE/day	200 µg DFE/day	NA 	400 µg/day
Vitamins	Folate	Children	7-10 years	Female	NA 	160 µg DFE/day	200 µg DFE/day	NA 	400 µg/day
Vitamins	Folate	Children	11-14 years	Male	NA 	210 µg DFE/day	270 µg DFE/day	NA 	600 µg/day
Vitamins	Folate	Children	11-14 years	Female	NA 	210 µg DFE/day	270 µg DFE/day	NA 	600 µg/day
Vitamins	Folate	Children	15-17 years	Male	NA 	250 µg DFE/day	330 µg DFE/day	NA 	800 µg/day
Vitamins	Folate	Children	15-17 years	Female	NA 	250 µg DFE/day	330 µg DFE/day	NA 	800 µg/day
Vitamins	Folate	Adults	> 18 years	Male	NA 	250 µg DFE/day	330 µg DFE/day	NA 	1000 µg/day
Vitamins	Folate	Adults	> 18 years	Female	NA 	250 µg DFE/day	330 µg DFE/day	NA 	1000 µg/day
Vitamins	Folate	Pregnant women	> 18 years	Female	600 µg DFE/day	NA 	NA 	NA 	1000 µg/day
Vitamins	Folate	Lactating women	> 18 years	Female	NA 	380 µg DFE/day	500 µg DFE/day	NA 	1000 µg/day
Vitamins	Niacin	Infants	7-11 months	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	ND 	
Vitamins	Niacin	Infants	7-11 months	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	ND 	
Vitamins	Niacin	Children	1-3 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	150 mg/day nicotinamide	
Vitamins	Niacin	Children	1-3 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	150 mg/day nicotinamide	
Vitamins	Niacin	Children	1-3 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	2 mg/day nicotinic acid	
Vitamins	Niacin	Children	1-3 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	2 mg/day nicotinic acid	
Vitamins	Niacin	Children	4-6 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	220 mg/day nicotinamide	
Vitamins	Niacin	Children	4-6 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	220 mg/day nicotinamide	
Vitamins	Niacin	Children	4-6 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	3 mg/day nicotinic acid	
Vitamins	Niacin	Children	4-6 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	3 mg/day nicotinic acid	
Vitamins	Niacin	Children	7-10 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	350 mg/day nicotinamide	
Vitamins	Niacin	Children	7-10 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	350 mg/day nicotinamide	
Vitamins	Niacin	Children	7-10 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	4 mg/day nicotinic acid	
Vitamins	Niacin	Children	7-10 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	4 mg/day nicotinic acid	
Vitamins	Niacin	Children	11-14 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	500 mg/day nicotinamide	
Vitamins	Niacin	Children	11-14 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	500 mg/day nicotinamide	
Vitamins	Niacin	Children	11-14 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	6 mg/day nicotinic acid	
Vitamins	Niacin	Children	11-14 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	6 mg/day nicotinic acid	
Vitamins	Niacin	Children	15-17 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	700 mg/day nicotinamide	
Vitamins	Niacin	Children	15-17 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	700 mg/day nicotinamide	
Vitamins	Niacin	Children	15-17 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	8 mg/day nicotinic acid	
Vitamins	Niacin	Children	15-17 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	8 mg/day nicotinic acid	
Vitamins	Niacin	Adults	> 18 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	900 mg/day nicotinamide	
Vitamins	Niacin	Adults	> 18 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	900 mg/day nicotinamide	
Vitamins	Niacin	Adults	> 18 years	Male	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	10 mg/day nicotinic acid	
Vitamins	Niacin	Adults	> 18 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	10 mg/day nicotinic acid	
Vitamins	Niacin	Lactating women	> 18 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	ND 	
Vitamins	Niacin	Pregnant women	> 18 years	Female	NA 	1.3 mg NE/MJ	1.6 mg NE/MJ	NA 	ND 	
Vitamins	Pantothenic acid	Infants	7-11 months	Male	3 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Infants	7-11 months	Female	3 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Children	1-3 years	Male	4 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Children	1-3 years	Female	4 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Children	4-10 years	Male	4 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Children	4-10 years	Female	4 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Children	11-17 years	Male	5 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Children	11-17 years	Female	5 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Adults	> 18 years	Male	5 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Adults	> 18 years	Female	5 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Pregnant women	> 18 years	Female	5 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Pantothenic acid	Lactating women	> 18 years	Female	7 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Riboflavin	Infants	7-11 months	Male	0.4 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Riboflavin	Infants	7-11 months	Female	0.4 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Riboflavin	Children	1-3 years	Male	NA 	0.5 mg/day	0.6 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	1-3 years	Female	NA 	0.5 mg/day	0.6 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	4-6 years	Male	NA 	0.6 mg/day	0.7 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	4-6 years	Female	NA 	0.6 mg/day	0.7 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	7-10 years	Male	NA 	0.8 mg/day	1 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	7-10 years	Female	NA 	0.8 mg/day	1 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	11-14 years	Male	NA 	1.1 mg/day	1.4 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	11-14 years	Female	NA 	1.1 mg/day	1.4 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	15-17 years	Male	NA 	1.4 mg/day	1.6 mg/day	NA 	ND 	
Vitamins	Riboflavin	Children	15-17 years	Female	NA 	1.4 mg/day	1.6 mg/day	NA 	ND 	
Vitamins	Riboflavin	Adults	> 18 years	Male	NA 	1.3 mg/day	1.6 mg/day	NA 	ND 	
Vitamins	Riboflavin	Adults	> 18 years	Female	NA 	1.3 mg/day	1.6 mg/day	NA 	ND 	
Vitamins	Riboflavin	Pregnant women	> 18 years	Female	NA 	1.5 mg/day	1.9 mg/day	NA 	ND 	
Vitamins	Riboflavin	Lactating women	> 18 years	Female	NA 	1.7 mg/day	2 mg/day	NA 	ND 	
Vitamins	Thiamin	Infants	7-11 months	Male	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Infants	7-11 months	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	1-3 years	Male	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	1-3 years	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	4-6 years	Male	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	4-6 years	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	7-10 years	Male	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	7-10 years	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	11-14 years	Male	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	11-14 years	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	15-17 years	Male	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Children	15-17 years	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Adults	> 18 years	Male	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Adults	> 18 years	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Pregnant women	> 18 years	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Thiamin	Lactating women	> 18 years	Female	NA 	0.072 mg/MJ	0.1 mg/MJ	NA 	ND 	
Vitamins	Vitamin A	Infants	7-11 months	Male	NA 	190 µg RE/day	250 µg RE/day	NA 	ND
Vitamins	Vitamin A	Infants	7-11 months	Female	NA 	190 µg RE/day	250 µg RE/day	NA 	ND
Vitamins	Vitamin A	Children	1-3 years	Male	NA 	205 µg RE/day	250 µg RE/day	NA 	800 µg RE/day
Vitamins	Vitamin A	Children	1-3 years	Female	NA 	205 µg RE/day	250 µg RE/day	NA 	800 µg RE/day
Vitamins	Vitamin A	Children	4-6 years	Male	NA 	245 µg RE/day	300 µg RE/day	NA 	1100 µg RE/day
Vitamins	Vitamin A	Children	4-6 years	Female	NA 	245 µg RE/day	300 µg RE/day	NA 	1100 µg RE/day
Vitamins	Vitamin A	Children	7-10 years	Male	NA 	320 µg RE/day	400 µg RE/day	NA 	1500 µg RE/day
Vitamins	Vitamin A	Children	7-10 years	Female	NA 	320 µg RE/day	400 µg RE/day	NA 	1500 µg RE/day
Vitamins	Vitamin A	Children	11-14 years	Male	NA 	480 µg RE/day	600 µg RE/day	NA 	2000 µg RE/day
Vitamins	Vitamin A	Children	11-14 years	Female	NA 	480 µg RE/day	600 µg RE/day	NA 	2000 µg RE/day
Vitamins	Vitamin A	Children	15-17 years	Male	NA 	580 µg RE/day	750 µg RE/day	NA 	2600 µg RE/day
Vitamins	Vitamin A	Children	15-17 years	Female	NA 	490 µg RE/day	650 µg RE/day	NA 	2600 µg RE/day
Vitamins	Vitamin A	Adults	> 18 years	Male	NA 	570 µg RE/day	750 µg RE/day	NA 	3000 µg RE/day
Vitamins	Vitamin A	Premenopausal women	18-59 years	Female	NA 	490 µg RE/day	650 µg RE/day	NA 	3000 µg RE/day
Vitamins	Vitamin A	Postmenopausal women	> 40 years	Female	NA 	490 µg RE/day	650 µg RE/day	NA 	ND
Vitamins	Vitamin A	Pregnant women	> 18 years	Female	NA 	540 µg RE/day	700 µg RE/day	NA 	3000 µg RE/day
Vitamins	Vitamin A	Lactating women	> 18 years	Female	NA 	1020 µg RE/day	1300 µg RE/day	NA 	3000 µg RE/day
Vitamins	Vitamin B6	Infants	7-11 months	Male	0.3 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Vitamin B6	Infants	7-11 months	Female	0.3 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Vitamin B6	Children	1-3 years	Male	NA 	0.5 mg/day	0.6 mg/day	NA 	5 mg/day	
Vitamins	Vitamin B6	Children	1-3 years	Female	NA 	0.5 mg/day	0.6 mg/day	NA 	5 mg/day	
Vitamins	Vitamin B6	Children	4-6 years	Male	NA 	0.6 mg/day	0.7 mg/day	NA 	7 mg/day	
Vitamins	Vitamin B6	Children	4-6 years	Female	NA 	0.6 mg/day	0.7 mg/day	NA 	7 mg/day	
Vitamins	Vitamin B6	Children	7-10 years	Male	NA 	0.9 mg/day	1 mg/day	NA 	10 mg/day	
Vitamins	Vitamin B6	Children	7-10 years	Female	NA 	0.9 mg/day	1 mg/day	NA 	10 mg/day	
Vitamins	Vitamin B6	Children	11-14 years	Male	NA 	1.2 mg/day	1.4 mg/day	NA 	15 mg/day	
Vitamins	Vitamin B6	Children	11-14 years	Female	NA 	1.2 mg/day	1.4 mg/day	NA 	15 mg/day	
Vitamins	Vitamin B6	Children	15-17 years	Male	NA 	1.5 mg/day	1.7 mg/day	NA 	20 mg/day	
Vitamins	Vitamin B6	Children	15-17 years	Female	NA 	1.3 mg/day	1.6 mg/day	NA 	20 mg/day	
Vitamins	Vitamin B6	Adults	> 18 years	Male	NA 	1.5 mg/day	1.7 mg/day	NA 	25 mg/day	
Vitamins	Vitamin B6	Adults	> 18 years	Female	NA 	1.3 mg/day	1.6 mg/day	NA 	25 mg/day	
Vitamins	Vitamin B6	Pregnant women	> 18 years	Female	NA 	1.5 mg/day	1.8 mg/day	NA 	25 mg/day	
Vitamins	Vitamin B6	Lactating women	> 18 years	Female	NA 	1.4 mg/day	1.7 mg/day	NA 	25 mg/day	
Vitamins	Vitamin C	Infants	7-11 months	Male	NA 	NA 	20 mg/day	NA 	ND 	
Vitamins	Vitamin C	Infants	7-11 months	Female	NA 	NA 	20 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	1-3 years	Male	NA 	15 mg/day	20 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	1-3 years	Female	NA 	15 mg/day	20 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	4-6 years	Male	NA 	25 mg/day	30 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	4-6 years	Female	NA 	25 mg/day	30 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	7-10 years	Male	NA 	40 mg/day	45 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	7-10 years	Female	NA 	40 mg/day	45 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	11-14 years	Male	NA 	60 mg/day	70 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	11-14 years	Female	NA 	60 mg/day	70 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	15-17 years	Male	NA 	85 mg/day	100 mg/day	NA 	ND 	
Vitamins	Vitamin C	Children	15-17 years	Female	NA 	75 mg/day	90 mg/day	NA 	ND 	
Vitamins	Vitamin C	Adults	> 18 years	Male	NA 	90 mg/day	110 mg/day	NA 	ND 	
Vitamins	Vitamin C	Adults	> 18 years	Female	NA 	80 mg/day	95 mg/day	NA 	ND 	
Vitamins	Vitamin C	Pregnant women	> 18 years	Female	NA 	NA 	105 mg/day	NA 	ND 	
Vitamins	Vitamin C	Lactating women	> 18 years	Female	NA 	140 mg/day	155 mg/day	NA 	ND 	
Vitamins	Vitamin D	Infants	7-11 months	Male	10 µg/day	NA 	NA 	NA 	35 µg/day
Vitamins	Vitamin D	Infants	7-11 months	Female	10 µg/day	NA 	NA 	NA 	35 µg/day
Vitamins	Vitamin D	Children	1-3 years	Male	15 µg/day	NA 	NA 	NA 	50 µg/day
Vitamins	Vitamin D	Children	1-3 years	Female	15 µg/day	NA 	NA 	NA 	50 µg/day
Vitamins	Vitamin D	Children	4-6 years	Male	15 µg/day	NA 	NA 	NA 	50 µg/day
Vitamins	Vitamin D	Children	4-6 years	Female	15 µg/day	NA 	NA 	NA 	50 µg/day
Vitamins	Vitamin D	Children	7-10 years	Male	15 µg/day	NA 	NA 	NA 	50 µg/day
Vitamins	Vitamin D	Children	7-10 years	Female	15 µg/day	NA 	NA 	NA 	50 µg/day
Vitamins	Vitamin D	Children	11-14 years	Male	15 µg/day	NA 	NA 	NA 	100 µg/day
Vitamins	Vitamin D	Children	11-14 years	Female	15 µg/day	NA 	NA 	NA 	100 µg/day
Vitamins	Vitamin D	Children	15-17 years	Male	15 µg/day	NA 	NA 	NA 	100 µg/day
Vitamins	Vitamin D	Children	15-17 years	Female	15 µg/day	NA 	NA 	NA 	100 µg/day
Vitamins	Vitamin D	Adults	> 18 years	Male	15 µg/day	NA 	NA 	NA 	100 µg/day
Vitamins	Vitamin D	Adults	> 18 years	Female	15 µg/day	NA 	NA 	NA 	100 µg/day
Vitamins	Vitamin D	Pregnant women	> 18 years	Female	15 µg/day	NA 	NA 	NA 	100 µg/day
Vitamins	Vitamin D	Lactating women	> 18 years	Female	15 µg/day	NA 	NA 	NA 	100 µg/day
Vitamins	Vitamin E as alpha-tocopherol	Infants	7-11 months	Male	5 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Vitamin E as alpha-tocopherol	Infants	7-11 months	Female	5 mg/day	NA 	NA 	NA 	ND 	
Vitamins	Vitamin E as alpha-tocopherol	Children	1-2 years	Male	6 mg/day	NA 	NA 	NA 	100 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	1-2 years	Female	6 mg/day	NA 	NA 	NA 	100 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	3 years	Male	9 mg/day	NA 	NA 	NA 	100 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	3 years	Female	9 mg/day	NA 	NA 	NA 	100 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	4-6 years	Male	9 mg/day	NA 	NA 	NA 	120 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	4-6 years	Female	9 mg/day	NA 	NA 	NA 	120 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	7-9 years	Male	9 mg/day	NA 	NA 	NA 	160 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	7-9 years	Female	9 mg/day	NA 	NA 	NA 	160 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	10 years	Male	13 mg/day	NA 	NA 	NA 	160 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	10 years	Female	11 mg/day	NA 	NA 	NA 	160 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	11-14 years	Male	13 mg/day	NA 	NA 	NA 	220 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	11-14 years	Female	11 mg/day	NA 	NA 	NA 	220 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	15-17 years	Male	13 mg/day	NA 	NA 	NA 	260 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Children	15-17 years	Female	11 mg/day	NA 	NA 	NA 	260 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Adults	> 18 years	Male	13 mg/day	NA 	NA 	NA 	300 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Adults	> 18 years	Female	11 mg/day	NA 	NA 	NA 	300 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Pregnant women	> 18 years	Female	11 mg/day	NA 	NA 	NA 	300 mg/day	
Vitamins	Vitamin E as alpha-tocopherol	Lactating women	> 18 years	Female	11 mg/day	NA 	NA 	NA 	300 mg/day	
Vitamins	Vitamin K as phylloquinone	Infants	7-11 months	Male	10 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Infants	7-11 months	Female	10 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	1-3 years	Male	12 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	1-3 years	Female	12 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	4-6 years	Male	20 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	4-6 years	Female	20 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	7-10 years	Male	30 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	7-10 years	Female	30 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	11-14 years	Male	45 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	11-14 years	Female	45 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	15-17 years	Male	65 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Children	15-17 years	Female	65 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Adults	> 18 years	Male	70 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Adults	> 18 years	Female	70 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Pregnant women	> 18 years	Female	70 µg/day	NA 	NA 	NA 	ND
Vitamins	Vitamin K as phylloquinone	Lactating women	> 18 years	Female	70 µg/day	NA 	NA 	NA 	ND
